WebUrl,ContentTypeName_original,ContentTypeName,ContentTypeParent,Description,Group,IncludedSiteColumns
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsbranch_s,DCTM moc_rsbranch,DCTM Legacy Document,Documentum Legacy moc_rsbranch_s document,DCTM Legacy, DCTM Account Number
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsdetail_s,DCTM moc_rsdetail,DCTM Legacy Document,Documentum Legacy moc_rsdetail_s document,DCTM Legacy, DCTM Field Name; DCTM Product Code
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsfield_s,DCTM moc_rsfield,DCTM Legacy Document,Documentum Legacy moc_rsfield_s document,DCTM Legacy, DCTM Field Name; DCTM Product Code
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rshydrocar_s,DCTM moc_rshydrocar,DCTM Legacy Document,Documentum Legacy moc_rshydrocar_s document,DCTM Legacy, DCTM Field Name
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsk_otc_doc_s,DCTM moc_rsk_otc_doc,DCTM Legacy Document,Documentum Legacy moc_rsk_otc_doc_s document,DCTM Legacy, DCTM petusi; DCTM Document Type
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsk_swap_comod_otc_s,DCTM moc_rsk_swap_comod_otc,DCTM Legacy Document,Documentum Legacy moc_rsk_swap_comod_otc_s document,DCTM Legacy, DCTM petcommodity; DCTM petcommoditybuyer; DCTM petcommodityseller; DCTM petbuyerpayindex; DCTM petsellerpayindex; DCTM petgrade; DCTM petcontractquantity; DCTM petquofmeasure; DCTM petcontboardprice; DCTM petcontbasisprice; DCTM petsettlprice
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsk_swap_currcy_otc_s,DCTM moc_rsk_swap_currcy_otc,DCTM Legacy Document,Documentum Legacy moc_rsk_swap_currcy_otc_s document,DCTM Legacy, DCTM petcurrency1; DCTM petcurrency2; DCTM petcontexchrate; DCTM petcurrencyrecv1; DCTM petcurrencyrecv2
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsk_swap_intrate_otc_s,DCTM moc_rsk_swap_intrate_otc,DCTM Legacy Document,Documentum Legacy moc_rsk_swap_intrate_otc_s document,DCTM Legacy, DCTM petinteresetrateref; DCTM petcontintrate; DCTM petsettlintrate; DCTM petfixedrateplayer; DCTM petstrikerate
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsk_swap_otc_s,DCTM moc_rsk_swap_otc,DCTM Legacy Document,Documentum Legacy moc_rsk_swap_otc_s document,DCTM Legacy, DCTM petlei; DCTM petusi; DCTM petupi; DCTM rdtradedatetime; DCTM petcounterparty; DCTM rdlegalreview; DCTM petcontracttype; DCTM petstandardbespoke; DCTM petsettlcurrency; DCTM petsettlfreq; DCTM petsettltype; DCTM petcontstartdate; DCTM petcontenddate; DCTM petoptionposition; DCTM petstrikeprice; DCTM rdbusinessunit; DCTM rddlgrpstratport; DCTM rdsourcesystem; DCTM rddoddfrank; DCTM rdcleareduncleared; DCTM rdidentashedge; DCTM rdboardapproved; DCTM rdtradeconfirmed; DCTM rdmolei; DCTM rdreportedsdr; DCTM rddtreportedsdr; DCTM petcontractsubtype; DCTM petcontnotamt1; DCTM petcontnotamt2; DCTM scdpricefrmcondata; DCTM scddaycntconv; DCTM scdavgemethod; DCTM scdinitlmargin; DCTM scdvariationmargin; DCTM scdnoncashcol; DCTM scdnoncashcolval; DCTM scdcashrealpnl; DCTM scdmrktomkt; DCTM scdltdpnl; DCTM isnew; DCTM rdmocname
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsk_value_assist_s,DCTM moc_rsk_value_assist,DCTM Legacy Document,Documentum Legacy moc_rsk_value_assist_s document,DCTM Legacy, DCTM transtype
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsoffgas_s,DCTM moc_rsoffgas,DCTM Legacy Document,Documentum Legacy moc_rsoffgas_s document,DCTM Legacy, DCTM Field Name; DCTM Product Code
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsoffshore_s,DCTM moc_rsoffshore,DCTM Legacy Document,Documentum Legacy moc_rsoffshore_s document,DCTM Legacy, DCTM Field Name
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsprice_s,DCTM moc_rsprice,DCTM Legacy Document,Documentum Legacy moc_rsprice_s document,DCTM Legacy, DCTM Field Name; DCTM Product Code
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsproduct_s,DCTM moc_rsproduct,DCTM Legacy Document,Documentum Legacy moc_rsproduct_s document,DCTM Legacy, DCTM Product Code
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsytd_s,DCTM moc_rsytd,DCTM Legacy Document,Documentum Legacy moc_rsytd_s document,DCTM Legacy, DCTM Account Number; DCTM Field Name
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rvsr71_s,DCTM moc_rvsr71,DCTM Legacy Document,Documentum Legacy moc_rvsr71_s document,DCTM Legacy, DCTM Property Number; DCTM Property Name
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rvsr94_s,DCTM moc_rvsr94,DCTM Legacy Document,Documentum Legacy moc_rvsr94_s document,DCTM Legacy, DCTM Date
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rvsr944_s,DCTM moc_rvsr944,DCTM Legacy Document,Documentum Legacy moc_rvsr944_s document,DCTM Legacy, DCTM operno; DCTM Property Number
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_s12033_s,DCTM moc_s12033,DCTM Legacy Document,Documentum Legacy moc_s12033_s document,DCTM Legacy, DCTM Store Number; DCTM Manifest
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_s12033b_s,DCTM moc_s12033b,DCTM Legacy Document,Documentum Legacy moc_s12033b_s document,DCTM Legacy, DCTM Terminal Number
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_s12033b001_s,DCTM moc_s12033b001,DCTM Legacy Document,Documentum Legacy moc_s12033b001_s document,DCTM Legacy, DCTM Terminal Number
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_s25420_s,DCTM moc_s25420,DCTM Legacy Document,Documentum Legacy moc_s25420_s document,DCTM Legacy, DCTM Owner Number; DCTM Cost Center
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_secstmts_s,DCTM moc_secstmts,DCTM Legacy Document,Documentum Legacy moc_secstmts_s document,DCTM Legacy, DCTM SEC Statement Year; DCTM SEC Statement Report Name
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_servbill_s,DCTM moc_servbill,DCTM Legacy Document,Documentum Legacy moc_servbill_s document,DCTM Legacy, DCTM mocservbillyear
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_smogreport_s,DCTM moc_smogreport,DCTM Legacy Document,Documentum Legacy moc_smogreport_s document,DCTM Legacy, DCTM Report Year
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_station_s,DCTM moc_station,DCTM Legacy Document,Documentum Legacy moc_station_s document,DCTM Legacy, DCTM Store Number
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_statistics_s,DCTM moc_statistics,DCTM Legacy Document,Documentum Legacy moc_statistics_s document,DCTM Legacy, DCTM Year; DCTM Month
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_statreport_s,DCTM moc_statreport,DCTM Legacy Document,Documentum Legacy moc_statreport_s document,DCTM Legacy, DCTM Report Year; DCTM Month2
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_storagetk_s,DCTM moc_storagetk,DCTM Legacy Document,Documentum Legacy moc_storagetk_s document,DCTM Legacy, DCTM Storage Year; DCTM Storage State
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_suppmtl_s,DCTM moc_suppmtl,DCTM Legacy Document,Documentum Legacy moc_suppmtl_s document,DCTM Legacy, DCTM mocsuppmtlyear; DCTM mocsuppmtlname
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_szr061pr_s,DCTM moc_szr061pr,DCTM Legacy Document,Documentum Legacy moc_szr061pr_s document,DCTM Legacy, DCTM mocszr061prdate; DCTM mocszr061prsys
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_szr310pr_s,DCTM moc_szr310pr,DCTM Legacy Document,Documentum Legacy moc_szr310pr_s document,DCTM Legacy, DCTM mocszr310prdate; DCTM mocszr310prsystem
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_ukmthsche_s,DCTM moc_ukmthsche,DCTM Legacy Document,Documentum Legacy moc_ukmthsche_s document,DCTM Legacy, DCTM Year; DCTM Month
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_unclaudit_s,DCTM moc_unclaudit,DCTM Legacy Document,Documentum Legacy moc_unclaudit_s document,DCTM Legacy, DCTM State; DCTM Year
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_unclbnkrec_s,DCTM moc_unclbnkrec,DCTM Legacy Document,Documentum Legacy moc_unclbnkrec_s document,DCTM Legacy, DCTM Month; DCTM Year
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_unclcmpshr_s,DCTM moc_unclcmpshr,DCTM Legacy Document,Documentum Legacy moc_unclcmpshr_s document,DCTM Legacy, DCTM Year
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_unclcrrept_s,DCTM moc_unclcrrept,DCTM Legacy Document,Documentum Legacy moc_unclcrrept_s document,DCTM Legacy, DCTM Year
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_unclprop_s,DCTM moc_unclprop,DCTM Legacy Document,Documentum Legacy moc_unclprop_s document,DCTM Legacy, DCTM Year; DCTM State; DCTM First Name; DCTM Last Name
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_unclroyalty_s,DCTM moc_unclroyalty,DCTM Legacy Document,Documentum Legacy moc_unclroyalty_s document,DCTM Legacy, DCTM Lease Number; DCTM County; DCTM State
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_usarecldet_s,DCTM moc_usarecldet,DCTM Legacy Document,Documentum Legacy moc_usarecldet_s document,DCTM Legacy, DCTM Report Name
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_usareclsum_s,DCTM moc_usareclsum,DCTM Legacy Document,Documentum Legacy moc_usareclsum_s document,DCTM Legacy, DCTM Report Name
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_usarvsr71_s,DCTM moc_usarvsr71,DCTM Legacy Document,Documentum Legacy moc_usarvsr71_s document,DCTM Legacy, DCTM Property Number
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_usarvsr72_s,DCTM moc_usarvsr72,DCTM Legacy Document,Documentum Legacy moc_usarvsr72_s document,DCTM Legacy, DCTM Owner Number; DCTM Owner Name
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_usarvsr91_s,DCTM moc_usarvsr91,DCTM Legacy Document,Documentum Legacy moc_usarvsr91_s document,DCTM Legacy, DCTM Voucher Number
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_usarvsr93_s,DCTM moc_usarvsr93,DCTM Legacy Document,Documentum Legacy moc_usarvsr93_s document,DCTM Legacy, DCTM Owner Name; DCTM Owner Number
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_value_assist_s,DCTM moc_value_assist,DCTM Legacy Document,Documentum Legacy moc_value_assist_s document,DCTM Legacy, DCTM Attribute Type; DCTM Active
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_vehiclecom_s,DCTM moc_vehiclecom,DCTM Legacy Document,Documentum Legacy moc_vehiclecom_s document,DCTM Legacy, DCTM vehilcen; DCTM Company; DCTM Full Name
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_vendsetup_s,DCTM moc_vendsetup,DCTM Legacy Document,Documentum Legacy moc_vendsetup_s document,DCTM Legacy, DCTM Vendor Number
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_w8_s,DCTM moc_w8,DCTM Legacy Document,Documentum Legacy moc_w8_s document,DCTM Legacy, DCTM Vendor Name; DCTM Tax Id; DCTM Vendor Number
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_w9_s,DCTM moc_w9,DCTM Legacy Document,Documentum Legacy moc_w9_s document,DCTM Legacy, DCTM Tax Id; DCTM Vendor Name; DCTM Vendor Number
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_wbankanal_s,DCTM moc_wbankanal,DCTM Legacy Document,Documentum Legacy moc_wbankanal_s document,DCTM Legacy, DCTM Bank Name; DCTM Store Number; DCTM Month; DCTM Year
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_wire_conf_s,DCTM moc_wire_conf,DCTM Legacy Document,Documentum Legacy moc_wire_conf_s document,DCTM Legacy, DCTM Month; DCTM Day; DCTM Bank Account; DCTM Year
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_wmtaddend_s,DCTM moc_wmtaddend,DCTM Legacy Document,Documentum Legacy moc_wmtaddend_s document,DCTM Legacy, DCTM City; DCTM State; DCTM Store Number; DCTM Walmart Number
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_wmtbankstm_s,DCTM moc_wmtbankstm,DCTM Legacy Document,Documentum Legacy moc_wmtbankstm_s document,DCTM Legacy, DCTM Store Number; DCTM Bank Name; DCTM Month; DCTM Year
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_wmtenv_s,DCTM moc_wmtenv,DCTM Legacy Document,Documentum Legacy moc_wmtenv_s document,DCTM Legacy, DCTM Store Number; DCTM State; DCTM Report Name; DCTM Year; DCTM Expiration Date
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_wmtfreight_s,DCTM moc_wmtfreight,DCTM Legacy Document,Documentum Legacy moc_wmtfreight_s document,DCTM Legacy, DCTM Invoice Number; DCTM BOL; DCTM Vendor Number; DCTM Vendor Name; DCTM Ship Date
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_wmtsafety_s,DCTM moc_wmtsafety,DCTM Legacy Document,Documentum Legacy moc_wmtsafety_s document,DCTM Legacy, DCTM Store Number; DCTM State; DCTM Report Name; DCTM Year
http://legacydocs.murphyoilcorp.com/documentum,DCTM dm_document_s,DCTM dm_document,DCTM Legacy Document,Documentum Legacy dm_document document,DCTM Legacy,
http://legacydocs.murphyoilcorp.com/documentum,DCTM dm_sysobject_s,DCTM dm_sysobject,DCTM Legacy Document,Documentum Legacy dm_sysobject document,DCTM Legacy,
http://legacydocs.murphyoilcorp.com/documentum,DCTM aps_core_s,DCTM aps_core,DCTM Legacy Document,Documentum Legacy aps_core_s document,DCTM Legacy, DCTM apsfdc; DCTM Vendor Is Taxable; DCTM Bill State; DCTM Workflow Name; DCTM Ship to Zip Is Invalid; DCTM Vendor City; DCTM Ship Zip; DCTM Bill Zip; DCTM Vendor Name Is Invalid; DCTM Vendor Zip; DCTM Capture Scan Date; DCTM Vendor State; DCTM Vendor Pay Site Code; DCTM Capture Validate User; DCTM Language; DCTM Vendor Number; DCTM Stats ID; DCTM Queue Name; DCTM Capture Classify User; DCTM Ship State; DCTM Capture Scan User; DCTM Ship Country; DCTM Vendor Country; DCTM Bill Address 2; DCTM Bill Address 1; DCTM Ship City; DCTM Marked for Delete; DCTM Vendor Pay Site Is Invalid; DCTM Bill Country; DCTM ERP; DCTM Vendor Sensitive Code; DCTM Marked for Archival; DCTM Hold Code; DCTM Vendor Address 2; DCTM Vendor Address 1; DCTM Vendor Id Is Invalid; DCTM Vendor Id Is Required; DCTM Vendor Name; DCTM Ship Address 2; DCTM Ship Address 1; DCTM Bill City; DCTM Approval Complete; DCTM Validate PO; DCTM PO Is Missing; DCTM Validate Vendor; DCTM Is Duplicate ERP; DCTM Restart Work Flow; DCTM Is Duplicate; DCTM Is Exported; DCTM Validate Invoice; DCTM PO Is Invalid; DCTM Is Static PO; DCTM Approval Date; DCTM Is Approved; DCTM Force Validation Exception; DCTM Has Quantity Discrepancy; DCTM Invoice Discount; DCTM Invoice Miscellaneous Charge; DCTM Check Memo Required; DCTM Packing Slip Count; DCTM Check Memo; DCTM Task Priority; DCTM Invoice Status; DCTM Invoice Total; DCTM Has Price Discrepancy; DCTM Invoice Surcharge; DCTM Invoice Number; DCTM Capture Batch Name; DCTM Invoice Subtotal; DCTM Invoice Freight; DCTM Matched to Receipt Total; DCTM Invoice Tax; DCTM Packing Slip Is Invalid; DCTM Line Match Success; DCTM Invoice Payment Terms; DCTM Invoice Date; DCTM Document Type; DCTM PO ERS Code; DCTM PO Type Code; DCTM PO Match Type Code; DCTM Consolidated Invoice; DCTM APS Export Batch No; DCTM APS Export Date; DCTM Is Paid; DCTM Ignore PO Number; DCTM PO Number All; DCTM Vendor Address 3; DCTM Is Rejected; DCTM Account Number; DCTM Vendor Tax Jurisdication; DCTM Vendor Tax Id; DCTM Currency; DCTM Custom 5; DCTM Custom 4; DCTM Custom 3; DCTM Custom 2; DCTM Custom 1; DCTM Vendor PO Box; DCTM Remit Address 2; DCTM Remit Address 1; DCTM Remit City; DCTM Remit State; DCTM Remit PO Box; DCTM Ship PO Box; DCTM Ship Address 3; DCTM Remit Address 3; DCTM Remit Country; DCTM Remit Postal Code; DCTM Is Missing Currency; DCTM Currency Convert Rate; DCTM Currency Convert Code; DCTM Currency Convert Date; DCTM Is Missing Invoice Date; DCTM Company Id; DCTM Remit Vendor Name; DCTM Is Transmitted to ERP; DCTM Transmitted to ERP Date; DCTM Voucher Id; DCTM apsafecode; DCTM Force PO Exception; DCTM Force Non PO Exception; DCTM Custom 9; DCTM Custom 8; DCTM Custom 7; DCTM Custom 6; DCTM Approval Route Name; DCTM Legacy Create Date; DCTM Last Modify Date; DCTM Legacy Source; DCTM Legacy Approver; DCTM Legacy Custom 1; DCTM Legacy Custom 2; DCTM Legacy Custom 3; DCTM Legacy Custom 4; DCTM Legacy Custom 5; DCTM Service Date; DCTM Is Paid in Full; DCTM Release Version
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_rsk_document_s,DCTM moc_rsk_document,DCTM Legacy Document,Documentum Legacy moc_rsk_document_sp document,DCTM Legacy,
http://legacydocs.murphyoilcorp.com/documentum,DCTM moc_lottery_s,DCTM moc_lottery,DCTM Legacy Document,Documentum Legacy moc_lottery document,DCTM Legacy,DCTM MOC Lottery Vendor No;DCTM MOC Lottery Check Num
